"","neigh","landuse","property","size","tot","net","build_year","out","assessed_value"
"48",0.65891472868217,0.27364185110664,"COMMERCIAL",0.00309489408260801,0.00256882922005972,0.00411978493727337,30,0.72218169749894,968500
"49",0.30749354005168,0.00201207243460765,"COMMERCIAL",0.0133226846304902,0.0273379078699586,0.0458788896761555,8,0.907387350378744,11576000
"50",0.30749354005168,0.00804828973843058,"COMMERCIAL",0.00920595705986764,0.00946541521124521,0.0158936356437294,8,0.907647406655788,5105500
"51",0.30749354005168,0.00804828973843058,"COMMERCIAL",0.0269564066971307,0.0500002484360948,0.0211316217230025,8,0.90967624105318,18638000
"52",0.30749354005168,0.00804828973843058,"COMMERCIAL",0.0215923414710701,0.0125957100055153,0.0211409161005293,9,0.911198850137057,8453000
"53",0.30749354005168,0.00804828973843058,"COMMERCIAL",0.0384788132391344,0.0272882206510019,0.0459761013628975,8,0.915270954040812,20151000
"54",0.366925064599483,0.366197183098592,"MULTI-RES",0.0408130123604219,0.0849651444159019,0.142554828491643,49,0.534501815154932,18108500
"55",0.268733850129199,0.354124748490946,"COMMERCIAL",0.000555007171853816,0.00860085760139919,0.0134160380110866,21,0.543689260887218,3598500
"56",0.268733850129199,0.241448692152918,"COMMERCIAL",0.0025936086115954,0.136311916485722,0.219912574500896,40,0.541900345200293,54746500
"57",0.777777777777778,0.0523138832997988,"RESIDENTIAL",0.000701894216095022,0.00111796242652503,0.00188721710498896,35,0.529679138831211,0
"58",0.129198966408269,0.676056338028169,"COMMERCIAL",0.00159117275053785,0.00688664854739415,0.0115668736714875,35,0.532176244208364,1512500
"59",0.129198966408269,0.782696177062374,"MULTI-RES",0.00149337412994686,0.0367387296965602,0.0616439961655483,40,0.532491220794858,13526500
"60",0.129198966408269,0.38430583501006,"MULTI-RES",0.00278407277600601,0.0330867191032451,0.0533762680781895,30,0.5331295037458,10277500
"61",0.129198966408269,0.38430583501006,"MULTI-RES",0.000774094993313087,0.0210325997843575,0.0352958362855833,26,0.53451297431117,8900000
"62",0.129198966408269,0.221327967806841,"COMMERCIAL",0.0022930534585361,0.0256684173130146,0.0430717292543659,56,0.535960082032901,7602500
"63",0.13953488372093,0.69215291750503,"MULTI-RES",0.00162818493567863,0.00647921335194948,0.0108915100237569,38,0.548082944578347,1958000
"64",0.13953488372093,0.645875251509054,"MULTI-RES",0.00164263859921901,0.0075226449500395,0.0126420205893386,34,0.548150248476627,2639000
"65",0.13953488372093,0.448692152917505,"MULTI-RES",0.00164304384212201,0.00608171560029614,0.0102113116325595,34,0.54855210326695,1926500
"66",0.62015503875969,0.00603621730382294,"COMMERCIAL",0.00743450524988128,0.0044569435404131,0.00749001792189389,31,0.55170303911923,1195500
"67",0.839793281653747,0.3158953722334,"COMMERCIAL",0.114588833661486,0.147009574727093,0.246640920268412,13,0.84507476764437,53322500
"68",0.839793281653747,0.354124748490946,"COMMERCIAL",0.00840533216450474,0.00406938323255109,0.00658233651481682,11,0.840672645218916,4353000
"69",0.839793281653747,0.245472837022133,"COMMERCIAL",0.0178411429989547,0.0176737437828867,0.0166533155503689,9,0.839237071099445,17592000
"70",0.839793281653747,0.245472837022133,"COMMERCIAL",0.00340585047017768,0.00192786409551871,0.00324934772642021,9,0.838781331427042,2094000
"71",0.839793281653747,0.374245472837022,"COMMERCIAL",0.00614556265640181,0.00340357449853174,0.00181207852290251,12,0.837406279679331,2638000
"72",0.839793281653747,0.112676056338028,"COMMERCIAL",0.00653594665295973,0.00254398561058139,0.00427791439169758,12,0.835790678637966,2991000
"73",0.222222222222222,0.851106639839034,"MULTI-RES",0.00482271474003789,0.0803293268872448,0.134778135289459,4,0.619514435477376,25768000
"74",0.72609819121447,0.420523138832998,"COMMERCIAL",0.0015864449166695,0.028823555716763,0.0435842287333806,5,0.617582601306127,8145000
"75",0.863049095607235,0.38430583501006,"MULTI-RES",0.00461009729692988,0.0166203747410054,0.0278951360813571,27,0.609267981816646,7004500
"76",0.268733850129199,0.301810865191147,"COMMERCIAL",0.00354066127590944,0.16595531131527,0.2784282082274,36,0.53524614884359,27348500
"77",0.268733850129199,0.187122736418511,"COMMERCIAL",0.00165195918598804,0.0457370850496127,0.0767400491810111,24,0.535434949307141,12563500
"78",0.268733850129199,0.738430583501006,"MULTI-RES",0.00386944835121116,0.13405611674509,0.221183528529154,49,0.533703277163085,27884500
"79",0.268733850129199,0.873239436619718,"MULTI-RES",0.00383540794735906,0.158288573430257,0.265560871920977,50,0.531886151957036,41727500
"80",0.268733850129199,0.241448692152918,"COMMERCIAL",0.00976816404729811,0.360167744051198,0.955391255782937,26,0.534370831806335,194915000
"81",0.268733850129199,0.00804828973843058,"COMMERCIAL",0.00727483954609877,0.0274919382487243,0.0461328804234568,69,0.53439842743946,7740500
"82",0.268733850129199,0.189134808853119,"MULTI-RES",0.00412745299945533,0.0822224099294938,0.13794856833243,15,0.538211134842169,25454000
"83",0.640826873385013,0.354124748490946,"COMMERCIAL",0.00164371924696035,0.00384579074724609,0.00646481890551411,30,0.537868589169462,1772000
"84",0.640826873385013,0.27364185110664,"COMMERCIAL",0.00162845509761396,0.00520225182476312,0.00796390613929063,18,0.537933728538934,2423500
"85",0.640826873385013,0.448692152917505,"MULTI-RES",0.00162886034051697,0.0107771577917012,0.01809040970283,41,0.538500493727997,3111000
"86",0.640826873385013,0.448692152917505,"MULTI-RES",0.00203302259577693,0.00987285040668989,0.0165740841078648,44,0.537606448583846,3097500
"87",0.268733850129199,0.907444668008048,"MULTI-RES",0.00514299171437659,0.128943301914449,0.215024823906973,35,0.561624156758771,33404500
"88",0.268733850129199,0.448692152917505,"MULTI-RES",0.00176286066044273,0.00562459318589479,0.00944758054432543,57,0.557585224631536,1521000
"89",0.268733850129199,0.275653923541247,"COMMERCIAL",0.00416554583233745,0.00736364584937816,0.00621062809986246,46,0.557121119883722,2012000
"90",1,0.0140845070422535,"COMMERCIAL",0.00915827347828116,0.00690652343497682,0.011602634101613,19,0.540950646612458,5025500
"91",0.366925064599483,0.390342052313883,"RESIDENTIAL",0.00176313082237806,0.000665808734019348,0.000811403325970075,58,0.524037355021992,415000
"92",0.366925064599483,0.390342052313883,"RESIDENTIAL",0.0017629957414104,0.00074033956245435,0.000811403325970075,58,0.523036046576591,422000
"93",0.335917312661499,0.3420523138833,"URBAN",0.00232020473303719,0,8.33576459800775e-06,56,0.524575269198546,578500
"94",0.335917312661499,0.38430583501006,"MULTI-RES",0.00299277287105168,0.012883895875464,0.0216287917309215,38,0.525366776063018,2430500
"95",0.330749354005168,0.195171026156942,"RESIDENTIAL",0.000619616398688991,0.000839714000367685,0.00101196182219814,51,0.527788302073747,0
"96",0.129198966408269,0.215291750503018,"MULTI-RES",0.0026445341364059,0.0119149951058089,0.0197121743841954,13,0.520051129384876,4922000
"97",0.268733850129199,0.241448692152918,"COMMERCIAL",0.00397467642502384,0.196602387967743,0.357652715375318,50,0.527983920028239,80683000
"98",0.268733850129199,0.0985915492957746,"COMMERCIAL",0.00972655910925665,0.016535906468779,0.0277573708998458,16,0.528324013514148,9895500
"99",0.268733850129199,0.0402414486921529,"COMMERCIAL",0.0141926060622663,0.014806791249087,0.0350482307339641,20,0.529965637501091,18254000
"100",0.268733850129199,0.062374245472837,"MULTI-RES",0.0176074529248906,0.0776412483416891,0.130268344933939,13,0.528754955006868,46683000
"101",0.268733850129199,0.412474849094567,"COMMERCIAL",0.00386607132701949,0.0427707580778996,0.106310523902805,46,0.532659896665471,11408000
"102",0.268733850129199,0.442655935613682,"URBAN",0.163143687489425,0.411410172961209,8.33576459800775e-06,20,0.529221465972213,224984500
"103",0.268733850129199,0.58953722334004,"MULTI-RES",0.00359536906781462,0.16766455164738,0.280112574500896,13,0.529149935281127,58083000
"104",0.268733850129199,0.354124748490946,"COMMERCIAL",0.00352269550720972,0.00219120635598905,0.00368857583461843,20,0.533007439422399,1792000
"105",0.640826873385013,0.245472837022133,"COMMERCIAL",0.0256420688817298,0.0190798920793604,0.0039393156337265,16,0.530735866540826,16134500
"106",0.640826873385013,0.245472837022133,"COMMERCIAL",0.0183936241567132,0.0192885783989784,0.00579302296503147,27,0.533415003026568,15366500
"107",0.640826873385013,0.189134808853119,"MULTI-RES",0.00839695714450938,0.109137976438321,0.183107473012962,14,0.528595167329708,29995000
"108",0.640826873385013,0.189134808853119,"MULTI-RES",0.00945923387424345,0.109724285622009,0.184092718709624,16,0.528669385158013,29958500
"109",0.640826873385013,0.245472837022133,"COMMERCIAL",0.0497459167522472,0.0492102216546838,0.0390797232526153,18,0.530075528867424,28838000
"110",0.640826873385013,0.275653923541247,"COMMERCIAL",0.00272044964023481,0.00293651464033907,0.00494119118076106,31,0.534244814477256,2405500
"111",0.640826873385013,0.245472837022133,"COMMERCIAL",0.0664689405494343,0.0628344570926021,0.0662709706997874,22,0.530537402874448,38056000
"112",0.950904392764858,0.41851106639839,"COMMERCIAL",0.00306720248423625,0.0549689703317616,0.113805468261576,25,0.533270156072731,7634000
"113",0.359173126614987,0.140845070422535,"URBAN",0.0315005304494519,0,8.33576459800775e-06,60,0.533441465683717,6301000
"114",0.679586563307494,0.313883299798793,"COMMERCIAL",0.00406018267755711,0.00562956190779046,0.00757379235610386,38,0.691368580974191,2278500
"115",0.155038759689922,0.00804828973843058,"COMMERCIAL",0.00555701488027625,0.016342126314848,0.0274298420372609,19,0.691588557521993,5741000
"116",0.679586563307494,0.313883299798793,"COMMERCIAL",0.00525551416044328,0.00857601399192086,0.0132812070187138,36,0.688751203848437,3837500
"117",0.679586563307494,0.374245472837022,"COMMERCIAL",0.00439383266769485,0.00510287738684978,0.00689983745259034,26,0.685554975290229,2300000
"118",0.679586563307494,0.313883299798793,"COMMERCIAL",0.00672803178898235,0.0109361568923626,0.0179235610386363,35,0.68206502947782,5647500
"119",1,0.275653923541247,"COMMERCIAL",0.0182477367116327,0.013331080846074,0.0223744842245655,31,0.530472547062952,4907500
"120",0.330749354005168,0.386317907444668,"URBAN",0.0259473518686574,0,8.33576459800775e-06,24,0.520724382512963,19355000
"121",0.129198966408269,0.762575452716298,"MULTI-RES",0.00279244779600137,0.0398044311061866,0.0667886466886175,35,0.519181472931679,10971500
"122",0.129198966408269,0.225352112676056,"COMMERCIAL",0.00293387756914882,0.0117063087861909,0.0196486391864294,67,0.519040236228211,1863500
"123",0.198966408268734,0.275653923541247,"COMMERCIAL",0.00176853406108475,0.0131174258045603,0.0220214229150169,41,0.525093111502936,2083000
"124",0.198966408268734,0.448692152917505,"MULTI-RES",0.00176853406108475,0.0197854505885451,0.0328323260951111,58,0.525138919759593,7198000
"125",0.198966408268734,0.275653923541247,"COMMERCIAL",0.00318202130675329,0.00559974957641646,0.00940434293335556,63,0.525643087051592,1461500
"126",0.700258397932817,0.432595573440644,"COMMERCIAL",0.0017030197917662,0.00635002658266214,0.0106637769349394,37,0.526745368795135,1873000
"127",0.700258397932817,0.275653923541247,"COMMERCIAL",0.0025841529438587,0.00689658599118549,0.0115825449089318,55,0.525152313597448,1083500
"128",0.950904392764858,0.430583501006036,"COMMERCIAL",0.002571860575801,0.00784561187325784,0.0132800400116701,30,0.52817098188891,3114500
"129",0.68733850129199,0.130784708249497,"URBAN",0.0142520416880399,0.00158999100661337,0.0026794898512066,4,0.533528241260581,785500
"130",0.129198966408269,0.138832997987928,"URBAN",0.018747536292001,0.016327220149161,0.0231132913766515,25,0.511361726818661,5893000
"131",0.563307493540052,0.275653923541247,"COMMERCIAL",0.00179149782558816,0.00421347616752543,0.00708439961655483,35,0.519148379439852,1178500
"132",0.563307493540052,0.362173038229376,"MULTI-RES",0.00260779211320044,0.0203071663875901,0.034079481515442,57,0.521909251391709,0
"133",0.563307493540052,0.221327967806841,"COMMERCIAL",0.00221024882535617,0.00490412851102311,0.0082414037427583,34,0.523867746021934,0
"134",0.563307493540052,0.221327967806841,"COMMERCIAL",0.00221024882535617,0.00490412851102311,0.0082414037427583,34,0.524102038322873,1967500
"135",0.679586563307494,0.390342052313883,"RESIDENTIAL",0.00187133067747941,0.000884432497428686,0.0009029300212562,55,0.68159629873526,491000
"136",0.330749354005168,0.448692152917505,"MULTI-RES",0.00466629097947939,0.0113187484783289,0.0190035927145417,49,0.516232568779473,3123500
"137",0.330749354005168,0.448692152917505,"MULTI-RES",0.00238099116848738,0.00641958868920148,0.0107822198141125,52,0.516238651775028,1592500
"138",0.330749354005168,0.448692152917505,"MULTI-RES",0.00240652147137646,0.00641958868920148,0.0107822198141125,52,0.516274410106312,1592500
"139",0.330749354005168,0.448692152917505,"MULTI-RES",0.00260684654642677,0.00655374418038448,0.011009911224107,53,0.516351941178478,1597500
"140",0.330749354005168,0.313883299798793,"COMMERCIAL",0.00225415013984798,0.00270795343313839,0.00455349476930771,38,0.516759806782585,694500
"141",0.330749354005168,0.27364185110664,"COMMERCIAL",0.0017728566520501,0.0030507952439394,0.00513112991289126,31,0.518610651055191,934500
"142",0.330749354005168,0.313883299798793,"COMMERCIAL",0.0017547558023827,0.00280732787105173,0.00452632017671821,41,0.51867105647648,762000
"143",0.950904392764858,0.241448692152918,"COMMERCIAL",0.00164344908502501,0.0153831629889843,0.0232953111324136,28,0.52344247176798,3794000
"144",0.576227390180879,0.275653923541247,"COMMERCIAL",0.00751825544983489,0.00982813190962889,0.0165030633934898,31,0.524432017644345,2973000
"145",0.317829457364341,0.448692152917505,"MULTI-RES",0.0168928746059317,0.0631971737909857,0.106038261159505,40,0.724248148696155,17871000
"146",0.863049095607235,0.448692152917505,"MULTI-RES",0.00190429043359018,0.0076418942755355,0.0128370774809319,36,0.607770620821037,2375500
"147",0.863049095607235,0.448692152917505,"MULTI-RES",0.0014012489099979,0.00511281483064111,0.00859293960738549,4,0.605980421955075,2940500
"148",0.366925064599483,0.390342052313883,"RESIDENTIAL",0.00161872926794193,0.00200239492395371,0.00301662985037303,50,0.502949025363146,892000
"149",0.798449612403101,0.138832997987928,"URBAN",0.0325933354778788,0,8.33576459800775e-06,25,0.477215644563567,4743000
"150",0.700258397932817,0.275653923541247,"COMMERCIAL",0.0106817166316307,0.0312731356113267,0.0266337681823865,41,0.517763981072158,4703000
"151",0.950904392764858,0.430583501006036,"COMMERCIAL",0.0030711198322986,0.00280732787105173,0.00700747718084441,23,0.51844458359139,2363500
"152",0.950904392764858,0.432595573440644,"COMMERCIAL",0.00163966681793033,0.00696614809772482,0.0116979118909682,48,0.52010995420434,2004500
"153",0.950904392764858,0.313883299798793,"COMMERCIAL",0.00164290876115434,0.00245951733835505,0.00413528945942567,29,0.518601446374815,1315500
"154",0.17312661498708,0.313883299798793,"COMMERCIAL",0.00211474658121553,0.00258373538574672,0.00428533322218981,37,0.523672614466927,985500
"155",0.13953488372093,0.0362173038229376,"COMMERCIAL",0.00249824144842243,0.00327438772924441,0.00550493894052432,14,0.524830487106259,1239500
